Iteration,MaxReturn,AverageQLoss,MinEsReturn,AverageAbsY,MinReturn,AverageY,AverageAction,Epoch,StdReturn,AveragePolicySurr,QFunRegParamNorm,StdEsReturn,PolicyRegParamNorm,AverageQ,AverageAbsQ,AverageEsReturn,AverageReturn,AverageDiscountedReturn,AverageAbsQYDiff,MaxEsReturn
2167,3367.43010364,143.272,19.1535822834,276.304417455,636.491951645,276.241837536,0.999923,2167,862.234706109,-278.334,284.88,285.827663052,157.357,276.247,276.4,282.975444981,1991.12654697,254.571856189,3.93210020814,892.673806808
2168,3291.40991575,146.6,140.768778581,275.74256647,268.756975756,275.678326547,0.999871,2168,1070.6008685,-277.947,284.889,207.752926134,157.359,275.672,275.809,437.503657269,1977.60901265,236.328206739,3.9824206955,713.409299734
2169,3102.56672525,152.877,166.217049967,276.37791091,645.553679436,276.323481059,0.999897,2169,787.083606859,-278.476,284.909,177.937049082,157.322,276.323,276.46,400.146175681,1638.54502922,242.865837999,4.04231429609,632.195928753
2170,1118.826167,152.635,122.158753349,275.721025131,427.250917526,275.659332776,0.999923,2170,181.123257625,-277.808,284.914,545.566641413,157.303,275.663,275.795,718.528090477,576.213047254,204.486666026,4.06271249305,1560.08845868
2171,9.12991251807,150.167,8.13569561048,275.735877278,7.6677999734,275.667734842,1.0,2171,0.552087290594,-277.547,284.97,205.010613711,157.255,275.664,275.812,162.28342553,8.24169078433,7.8126809256,4.07337386382,726.26744989
2172,3288.86310937,173.797,6.50335814475,275.742202151,452.40384572,275.664814138,0.999798,2172,966.089856982,-277.609,285.022,125.174672115,157.196,275.655,275.815,62.5924035645,1690.93458305,243.813880758,4.36727950103,451.74765408
2173,1140.01588423,151.697,57.0486041127,275.264633418,197.402517837,275.201498488,0.99966,2173,196.354526265,-277.442,285.051,212.61945502,157.185,275.206,275.349,305.137437082,578.645824638,207.571518272,4.12386969539,805.174016597
2174,2597.35933538,160.29,14.3652165785,276.103469628,478.664073693,276.027176751,0.999866,2174,533.216130457,-278.281,285.099,281.367443467,157.2,276.024,276.184,265.600149209,1175.98674585,247.342257753,4.21043132292,776.978358741
2175,1208.10645512,171.477,10.6815529309,275.570492526,293.072524734,275.502372799,0.999905,2175,281.129023264,-277.629,285.142,245.915575885,157.213,275.503,275.651,345.489456868,670.172160777,209.103537393,4.31486337487,839.371167377
2176,2562.72510276,163.485,9.66050443616,275.48160143,771.386154413,275.41552058,0.999781,2176,512.311935976,-277.656,285.185,257.166286057,157.238,275.404,275.549,224.709093467,1260.84377772,248.115873087,4.35672820099,815.197252223
2177,2493.49020406,143.995,53.5580140561,275.840846147,310.708710234,275.789884334,0.999921,2177,519.633454892,-277.952,285.246,194.900337948,157.287,275.789,275.92,315.25640687,1076.41404991,232.196758771,4.13051185328,661.231876912
2178,1850.70234488,167.643,17.6264475246,275.804505484,273.135315409,275.738839278,0.999821,2178,392.99485738,-278.025,285.295,281.092648927,157.246,275.74,275.878,430.654706543,801.009500866,217.423170137,4.30415919947,816.52502654
2179,2500.44302135,163.495,19.3753910314,275.038455299,14.900308754,274.962045457,0.999825,2179,570.407066367,-277.276,285.355,257.737655881,157.241,274.95,275.106,367.210936502,1088.05091176,221.263713677,4.26206131931,785.783851395
2180,3238.82501201,148.465,8.13362497363,275.617716427,309.010801466,275.54747217,0.999879,2180,952.059625291,-277.677,285.385,373.65214797,157.286,275.538,275.684,310.890579239,1289.36361418,217.678069679,4.11660658111,1050.67290427
2181,3498.94287462,165.513,52.9644528841,275.613052742,87.2504257965,275.549640344,0.999705,2181,896.74315282,-277.809,285.44,195.616384225,157.295,275.548,275.697,297.355856596,1643.9908532,240.10642528,4.18857757632,684.729541399
2182,2038.88897795,172.1,4.7708252593,275.529540445,438.674896628,275.469765767,0.999737,2182,354.263502623,-277.766,285.492,283.282316144,157.361,275.462,275.601,248.142978492,841.817679885,237.171145679,4.22068001798,997.672575083
2183,775.180748602,156.162,94.9675040391,275.411069334,236.729024643,275.354702171,0.999803,2183,119.12301941,-277.594,285.515,301.108583095,157.415,275.353,275.506,410.957895954,394.54116106,175.111384868,4.12429080587,912.600009141
2184,1784.63671983,162.003,42.1247283302,275.365512998,80.087737415,275.307064017,0.999831,2184,450.48049296,-277.479,285.582,239.742304572,157.487,275.303,275.439,288.251112404,914.246650255,226.40595991,4.25265043353,819.033279887
2185,3176.44891785,164.066,23.4121396011,275.667565545,435.108642252,275.604924969,0.999905,2185,483.701969422,-277.778,285.625,253.213098481,157.515,275.599,275.75,326.023381768,1095.94980418,246.021283066,4.2748717829,845.734525304
2186,2842.85841649,160.667,14.889834584,275.768914518,595.658158303,275.712723929,0.999897,2186,482.652973168,-278.08,285.649,299.325737577,157.464,275.713,275.854,336.038058033,1054.21124459,257.51843601,4.25707515838,776.581596843
2187,3725.92056433,168.231,44.0789642235,275.381976882,285.933679602,275.313763996,0.999901,2187,608.334762642,-277.605,285.719,220.078284973,157.499,275.311,275.465,327.605468693,1092.45241568,257.89025636,4.27479774111,801.235644118
2188,1432.71937445,172.567,44.321852766,275.474415506,188.97178324,275.407302781,0.99984,2188,283.395996669,-277.56,285.794,231.636129915,157.549,275.408,275.569,291.705166746,691.311193189,222.056330961,4.33065428482,694.431596932
2189,1195.16983717,151.58,44.1535717058,275.268152775,43.9464244592,275.202060011,0.999884,2189,358.60552243,-277.495,285.844,248.229502023,157.59,275.2,275.341,357.839752849,550.879433981,181.128058791,4.19943391007,749.648370675
2190,1877.45120378,163.562,46.3013041097,275.317377755,41.6989456826,275.255674927,0.999854,2190,480.349440363,-277.536,285.93,302.524962109,157.66,275.248,275.403,464.164431505,695.783380349,190.668556727,4.26510845763,913.859992704
2191,43.1830785685,144.86,23.4929802213,275.361257618,38.1874577602,275.304897208,0.999991,2191,0.891826669869,-277.486,286.005,111.546254154,157.769,275.305,275.448,130.10890307,41.1392104029,35.1959368619,4.12855319203,452.496282113
2192,41.5114125848,163.188,11.3200089214,275.60231042,38.1493669624,275.547708708,0.999999,2192,1.11875477776,-277.592,286.09,245.898006776,157.817,275.543,275.681,154.20877162,39.8286151317,34.530082548,4.21980106895,965.137294643
2193,1260.75169691,169.033,16.0974129422,275.077661453,38.9971058362,275.018452434,0.999896,2193,125.974339476,-277.0,286.119,208.132283883,157.824,275.012,275.157,163.03042514,63.7183780489,42.1025329455,4.21771373162,648.868881032
2194,1785.22299723,158.784,9.19511009647,275.360004508,330.737246051,275.297450438,0.99986,2194,373.644130395,-277.323,286.185,118.173238382,157.863,275.294,275.445,134.604528728,851.697995229,231.42417211,4.22818859968,414.286005156
2195,1370.58625924,166.987,7.71592140332,274.635535483,310.644030648,274.574260493,0.999933,2195,309.338177576,-276.685,286.264,217.321426589,157.865,274.573,274.72,334.077498737,610.060398271,208.482382083,4.28322860422,566.028261809
2196,1138.73509399,158.504,7.75538966116,274.843138032,11.4233819698,274.769123201,0.999932,2196,356.155532202,-276.732,286.345,179.523224988,157.861,274.768,274.918,171.165549178,543.207473027,168.212636887,4.2402186038,578.796486135
2197,1713.45162205,175.061,5.8023418513,274.449663124,445.798639563,274.378239117,0.999843,2197,366.738942171,-276.398,286.427,376.809633847,157.951,274.375,274.537,385.181684257,952.936648794,240.115737879,4.32651299394,1101.53218759
2198,467.551159243,159.998,12.1029430987,273.895873621,11.2749373003,273.814518906,0.99996,2198,138.420963472,-275.936,286.498,134.147187208,157.909,273.803,273.962,208.475110581,256.583395972,134.22884204,4.25697701151,435.721495844
2199,424.626031733,172.9,8.63680040165,273.582851624,9.6053570004,273.503099355,0.999845,2199,70.8745726272,-275.45,286.474,166.463786586,157.947,273.514,273.661,165.991359368,45.0240228078,31.2192497431,4.35727002327,470.498149507
2200,1456.22563418,161.382,8.44154142673,273.483125167,672.500260142,273.407169039,0.999749,2200,203.335814281,-275.264,286.506,229.899406393,158.056,273.408,273.553,191.902518556,994.20012508,261.008325929,4.32070701277,649.123958463
2201,1830.17928546,180.29,7.3043405125,273.259791923,710.342332312,273.193194394,0.999887,2201,233.308556823,-275.064,286.52,206.117365642,158.069,273.195,273.346,216.032765848,1045.77261618,262.334807433,4.38575867518,702.322705781
2202,1054.86263641,159.306,14.3872675577,272.621186867,74.9620564378,272.551073779,0.999806,2202,350.202538349,-274.583,286.591,199.004118282,158.095,272.55,272.701,313.957917295,451.708908548,162.712695293,4.26226054976,631.30262235
2203,813.729998046,165.957,63.4296744758,272.778312055,182.621661288,272.704613851,0.999925,2203,114.772098395,-274.506,286.667,174.936591643,158.131,272.711,272.858,383.644373376,449.390968599,190.18167161,4.22882455368,670.67591848
2204,1015.95121392,152.271,92.4496972248,272.099212874,701.412477506,272.035540927,0.999828,2204,63.1388396939,-273.821,286.698,344.283942842,158.198,272.035,272.187,384.691332506,749.008818874,248.17172974,4.12620766214,1141.46167957
2205,909.730036335,147.998,48.0504473417,271.63924266,639.151451061,271.559352361,0.999848,2205,50.8890654609,-273.308,286.763,187.076940064,158.244,271.547,271.704,235.62174843,739.128522885,243.37650565,4.04958255881,611.995208212
2206,767.633927496,149.094,77.4217908538,271.48422313,87.7801793475,271.403965689,0.999919,2206,123.989629659,-273.115,286.827,200.110074878,158.263,271.412,271.564,282.095921093,672.496170223,231.71068375,4.1033882552,717.979398486
2207,773.995967361,153.132,11.4189347356,270.996003226,640.389167934,270.907923447,0.99988,2207,29.5960326204,-272.801,286.907,121.775814277,158.26,270.909,271.086,168.1921276,679.219918913,231.766523201,4.10698392496,380.227907588
2208,691.298604224,149.942,29.9677105917,270.724112373,91.4927071163,270.660942115,0.999812,2208,107.217000036,-272.564,286.949,188.509009578,158.31,270.658,270.805,361.355615009,609.145918682,220.910215758,4.05943425657,595.857989817
2209,717.465263044,155.484,44.7284095758,270.522188431,567.369702785,270.453477622,0.999907,2209,27.5132402872,-272.438,286.974,123.090095934,158.318,270.459,270.612,178.840457142,648.08749435,228.516580664,4.11251550787,434.083479837
2210,2846.8121425,130.14,47.0595451477,270.212442672,249.596727129,270.156333383,0.999766,2210,802.714987575,-272.206,287.036,147.519564138,158.417,270.154,270.303,232.674292802,829.946865267,172.176975665,3.85391660776,554.897008663
2211,3218.54921129,146.178,95.438413327,269.785305169,959.562884344,269.726594444,0.999779,2211,861.753012643,-271.861,287.067,713.290998859,158.508,269.727,269.887,961.217568104,2622.67918573,250.974402403,3.99172408238,2047.41999936
2212,3225.89235425,157.238,6.72271392538,269.549218684,1151.32060721,269.496392138,0.999847,2212,610.661775356,-271.8,287.127,608.65931682,158.499,269.494,269.628,639.143529626,2660.40025221,242.682024879,4.04217689185,1461.0536308
2213,3046.28769132,148.196,76.4665697434,269.757039851,281.004450446,269.698076576,0.999669,2213,1137.04195047,-271.936,287.15,421.269418103,158.481,269.701,269.848,503.220042609,2359.12915283,216.648977161,3.96757084044,1195.47225916
2214,2902.98064769,148.139,99.524874583,269.86235893,1209.89026424,269.811317988,0.999873,2214,588.85067783,-271.956,287.263,701.90307233,158.46,269.807,269.955,915.769189045,2521.79790749,230.579889797,3.96248587939,2018.83269645
2215,2712.0635848,148.898,201.365086978,270.264825773,288.822732067,270.20195661,0.999825,2215,964.27294129,-272.296,287.369,428.924696425,158.504,270.201,270.354,721.695710338,1700.85639552,212.761491484,3.88997277411,1394.19711715
2216,2877.19095956,151.119,97.1412972373,269.666478178,877.686257672,269.615866205,0.999865,2216,586.675982925,-271.599,287.389,311.499195677,158.501,269.625,269.767,368.648799228,2488.78465368,235.708971778,3.9292864566,859.187393548
2217,3197.24153844,134.474,29.9007294932,269.257684026,963.065852594,269.199513269,0.999903,2217,728.266521394,-271.244,287.428,1332.2647399,158.556,269.192,269.348,1362.16546939,2498.65855398,257.057718296,3.78697494771,2694.43020928
2218,3171.4029271,130.639,71.0824384463,269.87043173,832.665903521,269.814616153,0.999947,2218,865.912426514,-271.731,287.483,170.417884435,158.543,269.814,269.947,242.671736315,1637.27463856,238.649070787,3.7179105569,521.189996141
2219,3222.25737152,131.085,108.546061191,269.194045629,881.048200093,269.141003581,0.999848,2219,601.604681622,-271.081,287.543,206.492053897,158.563,269.14,269.284,418.961832861,1600.44832913,242.803094619,3.70754452571,784.382790268
2220,3256.33831398,141.483,6.79583026906,269.216905607,1162.59717964,269.166071348,0.999912,2220,851.855751862,-270.913,287.568,180.20420636,158.575,269.176,269.313,291.215480478,2357.26407913,253.090824002,3.79443238714,599.064525162
2221,1311.93845983,170.358,44.6069464483,268.223394059,530.286425386,268.176471683,0.999872,2221,166.606080147,-269.963,287.558,208.280536619,158.653,268.176,268.322,393.290777996,844.653895136,221.891051485,4.0363726715,616.713008341
2222,1982.31070871,142.089,18.7373248776,268.104252909,592.235501311,268.050357738,0.999706,2222,282.502847747,-269.812,287.612,279.22863,158.668,268.038,268.19,356.988230409,947.271098328,224.785916572,3.83187381984,784.103339531
2223,2733.15014152,142.141,84.3260196349,267.621635065,225.264449069,267.56930786,0.999907,2223,510.131839586,-269.362,287.642,100.100433456,158.692,267.569,267.711,216.395090221,788.374273743,215.826798796,3.85758945547,386.177780093
2224,3093.88739253,154.469,135.469862595,267.252098657,430.245255356,267.193706615,0.999874,2224,489.548073431,-268.853,287.708,180.466277808,158.725,267.196,267.335,400.787451138,719.863352562,210.324984328,3.90772356621,621.802584577
2225,2276.71859796,134.857,66.576260322,267.079386889,452.438669256,267.013390894,0.999842,2225,351.297250014,-268.555,287.739,135.63269323,158.729,267.013,267.16,224.852028415,916.303151123,233.570178784,3.86370411249,458.964102891
2226,3022.55122354,148.62,169.293389743,266.20224774,814.924720457,266.133955525,0.999869,2226,464.668831692,-267.896,287.735,341.936677913,158.74,266.13,266.28,438.664495144,1265.43407397,245.319664684,4.04283646582,1185.46763657
2227,3094.68381973,146.795,228.013363987,266.073199432,869.292440117,266.01025485,0.999728,2227,616.619416651,-267.877,287.772,249.247896342,158.783,266.015,266.172,547.401189798,1481.65311479,250.089639478,4.03550901367,907.520419696
2228,3425.977736,142.597,52.4737046384,265.83219846,917.427175356,265.760748572,0.999795,2228,743.938216144,-267.941,287.819,312.933815459,158.805,265.758,265.917,358.012234573,1531.14372456,263.001262589,3.94913938066,1021.76838993
2229,2092.11316165,140.923,57.7847156678,265.621998367,881.914754639,265.565049849,0.999809,2229,247.612251773,-267.613,287.808,231.178933681,158.8,265.566,265.726,432.271920512,1085.16019592,255.974606582,3.84127938021,637.612582863
2230,934.464637656,131.985,9.65425627112,265.793203794,644.459301551,265.725994161,0.999916,2230,62.5642160042,-267.537,287.816,311.091044413,158.825,265.729,265.877,439.322235975,705.891057754,229.896274183,3.82584381076,867.418694811
2231,2983.14310745,143.382,63.6665205935,265.413139075,614.683096651,265.350266576,0.999762,2231,811.639601526,-267.031,287.854,258.40762345,158.819,265.352,265.504,355.233180917,1688.25113765,236.571341081,3.9233062309,969.33944527
2232,3028.10422509,149.614,48.4473692772,265.209177263,734.767722408,265.13690128,0.999752,2232,569.343425693,-266.89,287.828,150.352163121,158.786,265.137,265.299,263.840990219,1443.61403117,240.805346785,4.07303541181,578.367210674
2233,3221.79053137,153.431,79.0624262627,264.60102818,1037.49319132,264.526607144,0.999888,2233,850.290664152,-266.282,287.809,366.944079734,158.822,264.522,264.674,432.323331684,2402.38548949,253.241437568,4.2413910225,1133.0334482
2234,2192.56293198,151.538,83.3123297954,264.969887103,710.835854708,264.900697597,0.999814,2234,360.341228906,-267.244,287.833,289.018891798,158.799,264.9,265.043,499.315251004,1133.19626394,253.71997252,4.28411564319,952.622795118
2235,3409.60779111,143.945,48.0254937888,264.82020138,85.2082568197,264.75857187,0.999843,2235,1312.02374726,-267.298,287.882,288.863418628,158.853,264.76,264.894,299.078726924,997.208891536,140.172973248,4.14325639245,860.608657022
2236,1014.41055606,155.637,80.2979607862,265.377036726,84.7050118047,265.326048365,0.999856,2236,92.0443361033,-267.819,287.925,220.89323421,158.855,265.32,265.459,209.488762355,98.5450439116,71.407573322,4.11610914573,817.43446547
2237,98.982013223,126.27,39.2526514137,265.65411368,75.9278274885,265.610060158,0.999895,2237,3.31658835026,-267.945,287.96,260.548295776,158.879,265.606,265.74,212.342116207,84.2853127753,66.1670471721,3.90381854899,949.649357696
2238,88.6778904096,144.388,50.005877642,265.558169267,67.627287301,265.505745702,0.999897,2238,5.48469717737,-267.824,287.988,250.518126745,158.844,265.504,265.645,173.592103988,75.7239410115,60.8190628291,3.97076762895,1000.84989998
2239,79.6957050468,170.211,21.6666112769,265.395735069,70.0519814095,265.338812709,0.999885,2239,1.73015199574,-267.212,288.044,250.125302403,158.765,265.336,265.473,151.308795401,74.4882505473,59.9327183559,4.15153354223,978.941570299
2240,86.2364476542,161.497,13.0300608821,265.0703882,70.1349676981,265.012434673,0.999805,2240,2.28560527267,-266.859,288.11,295.175496767,158.784,265.008,265.146,194.599294339,73.9712095076,59.5294778011,4.18199571317,1124.53695574
2241,75.6742999439,163.984,5.80164154351,264.826636427,68.2115920702,264.755857188,0.999868,2241,1.27071553369,-266.668,288.131,311.10548676,158.782,264.757,264.902,249.343389413,72.0720990194,58.2567135118,4.23290712732,973.307977889
2242,80.4385754035,175.629,40.0286026778,264.669984925,73.2265976861,264.593253626,0.999684,2242,1.56040051013,-266.402,288.17,557.618210725,158.741,264.59,264.751,456.715433226,76.3541514077,60.9561532316,4.43149776176,1397.93177202
2243,74.5451853495,171.751,16.7869868988,264.435024264,69.5289650097,264.346383615,0.999892,2243,1.15155850278,-266.035,288.224,216.745499757,158.805,264.337,264.513,131.159600155,71.9782932607,58.1498088939,4.40687084083,962.641969454
2244,2989.14083084,163.366,73.9536596146,264.357411165,76.0914273906,264.249770434,0.999725,2244,773.574676535,-265.862,288.272,296.164049005,158.783,264.252,264.445,297.160867633,308.495413205,77.8700993392,4.45588021614,825.255746504
2245,3124.88082179,175.769,75.0830857997,263.58799285,70.8560350041,263.487232926,0.999802,2245,818.810741187,-265.154,288.316,534.376899611,158.777,263.488,263.674,496.468527755,331.174040963,78.096313051,4.64080175205,1658.07800735
2246,3057.83647643,180.664,75.2938520843,262.745517246,576.399987085,262.633917299,0.999825,2246,789.54597817,-264.458,288.375,218.81559824,158.838,262.629,262.825,390.137205318,2418.34500092,249.321272053,4.72212789402,687.315898745
2247,3472.40516785,166.35,53.2997930569,262.574042823,73.2359409152,262.461467576,0.999777,2247,1459.04683056,-264.484,288.459,438.45862041,158.855,262.461,262.649,432.726972417,1595.76313973,176.594634916,4.70557943264,1294.57728671
2248,3337.98116033,157.804,70.5776728783,263.280573169,1680.1365874,263.187172916,0.999756,2248,563.081052198,-265.895,288.522,189.193797263,158.892,263.18,263.344,299.334865522,2807.64441662,263.017401009,4.59972007339,661.680426902
2249,2792.72951576,169.026,156.709576661,263.516940063,1191.33321382,263.434038523,0.999887,2249,512.056911078,-266.129,288.532,205.213155039,158.925,263.433,263.601,358.856776545,2405.83328092,240.894152935,4.58266719222,779.938087291
2250,2877.8500864,150.419,283.716157535,263.921902718,860.792793806,263.850089614,0.999801,2250,893.320387206,-266.389,288.573,223.942434912,158.934,263.849,264.006,506.30355989,1736.91954294,240.703660796,4.42902400374,911.378552281
2251,2759.97166479,150.466,62.3451922214,264.5067493,834.072538175,264.444911056,0.999822,2251,614.800432573,-266.82,288.573,197.618384318,158.936,264.441,264.587,366.857682802,1200.33566732,237.150135782,4.33354840916,712.580768918
2252,1148.002455,152.517,6.36272125705,264.646178943,247.561427317,264.589305759,0.999845,2252,277.627977161,-266.887,288.654,264.236983099,158.934,264.59,264.728,350.996644099,618.006206363,197.138706814,4.38795578873,911.366584958
2253,340.056278909,166.412,38.1888900071,264.089147999,218.285691756,264.029331966,0.999782,2253,18.3900047299,-265.848,288.719,185.190787988,158.902,264.023,264.176,226.358684801,240.213768015,136.845826016,4.48581813484,593.605665729
2254,711.695563015,174.529,21.8644144718,264.35201816,125.120575792,264.283056123,0.999872,2254,145.836238576,-265.96,288.747,98.6924382083,158.932,264.279,264.429,172.237501019,275.71284769,139.589515599,4.64707307211,371.527583989
2255,2361.9631827,199.359,44.6213456148,263.435449516,231.964129345,263.356129081,0.999747,2255,492.152271676,-264.773,288.738,158.795260667,158.965,263.348,263.51,163.921335841,837.427823545,201.511022539,4.97518131981,707.325966863
2256,392.273369599,202.977,17.8281071755,263.172487359,130.85554422,263.083089347,0.999667,2256,110.306089371,-264.828,288.762,108.33724159,158.902,263.078,263.249,153.022593234,212.58599099,120.776665886,5.14538998879,381.958386688
2257,346.222200022,198.725,36.2160261985,263.030607439,114.568126552,262.929591731,0.999665,2257,18.7484313202,-264.485,288.767,191.289238779,158.981,262.927,263.09,293.995609626,122.722761041,86.3820279533,5.38020844017,633.32217265
2258,128.482505681,218.349,58.6350915793,262.324037343,116.181759945,262.184092585,0.999845,2258,2.51279884862,-262.841,288.813,56.4470272624,158.992,262.179,262.37,140.690879862,122.764907809,86.4545868045,5.81858627738,293.706778745
2259,252.914119037,236.433,32.0449497582,261.249121977,129.63230677,261.075856463,0.999742,2259,17.9086543088,-261.987,288.843,156.899692239,159.108,261.065,261.273,253.062449783,141.520732215,95.705812714,6.33197862252,469.719741429
2260,2456.56194653,262.114,62.6315838944,259.890148405,246.212966825,259.701097586,0.999672,2260,473.349921245,-260.264,288.84,145.012475615,159.162,259.694,259.905,179.074406268,642.71376399,188.586391086,6.78131754536,631.702852726
2261,2397.6181971,266.996,16.6433769955,258.589071538,639.606999734,258.343171209,0.999916,2261,541.339593203,-259.325,288.867,140.922935529,159.145,258.338,258.613,247.514239855,1063.16743189,222.628497889,7.11437953495,493.833809233
2262,2905.60482105,269.7,33.4089356803,257.340881376,683.615424201,257.096677602,0.999784,2262,607.349160737,-258.554,288.893,302.612088975,159.199,257.099,257.381,471.75583354,1043.35252242,236.424382961,7.42979061431,869.421405404
2263,2372.81581358,266.756,302.79189092,257.750228942,505.648603325,257.543993168,0.999839,2263,424.133448062,-259.252,288.923,111.495944202,159.199,257.534,257.784,464.849750595,951.042527639,226.418864652,7.1996659961,634.944884435
2264,2598.96591808,237.859,187.948026518,256.688779219,966.001563862,256.465003093,0.999854,2264,555.547386758,-258.107,288.976,494.977193973,159.247,256.464,256.723,499.65634903,2093.969675,231.429593446,7.11818883286,1585.63908759
2265,2146.83869139,225.563,68.7216855834,256.979875983,475.981618489,256.793277017,0.999831,2265,540.433499639,-259.852,289.004,200.416914157,159.213,256.8,257.028,365.217608158,1790.28444311,205.8359768,6.8968392449,639.225922364
2266,2270.14208041,206.582,248.788631498,258.5914688,740.037082972,258.446070235,0.999788,2266,426.995917209,-263.051,289.058,333.311285246,159.317,258.453,258.658,600.782787234,2081.74301455,217.327081873,6.50814646221,1005.65546922
2267,2803.83269446,207.38,98.9530527225,261.055305131,1062.13068341,260.959724179,0.999831,2267,634.480093527,-265.399,289.109,534.719370227,159.362,260.962,261.154,528.519119706,2180.60505188,236.807218363,6.09326948338,1577.97578993
2268,2472.12359865,167.449,351.750711563,263.547667728,709.469171699,263.448500858,0.999791,2268,486.702371114,-267.62,289.093,275.665153802,159.384,263.434,263.622,680.888140824,2243.43487831,226.22471904,5.33927547725,1155.03811647
2269,2676.45409643,175.682,8.05472006896,265.275722097,763.036628977,265.199807464,0.999859,2269,762.783370679,-268.758,289.102,500.053390558,159.398,265.199,265.374,672.79904629,1635.63747251,239.811140287,5.12429965818,1363.68581683
2270,745.387433386,165.77,75.0129763782,266.702050293,74.6763696216,266.641841951,0.999668,2270,46.8422065482,-269.707,289.164,294.194951454,159.494,266.633,266.779,386.784303168,88.275875039,66.3204365101,4.93008879374,922.972425436
2271,118.545105178,180.064,45.7006820222,267.714920731,75.3549665177,267.647042209,0.99976,2271,10.8020957855,-270.222,289.209,78.4887195572,159.523,267.65,267.818,128.750224472,92.3314342175,69.8736248986,4.98095880134,309.626222941
2272,124.807678197,179.355,69.8110476298,268.07600032,70.8564790946,268.005697681,0.999726,2272,8.65465317335,-270.19,289.266,238.297826251,159.522,267.999,268.172,242.267421798,84.3586960869,65.0928396693,4.9206416718,696.748184823
2273,67.4509271264,193.176,7.59321072792,267.61158156,57.2722899474,267.536446487,0.999483,2273,2.32766318154,-268.926,289.309,140.164453264,159.642,267.532,267.712,127.305680023,61.9320868277,50.6517909481,5.14545335009,589.121653496
2274,67.9515288881,190.798,5.23522088364,266.585993282,55.4416769496,266.474831054,0.999641,2274,2.74662894829,-266.123,289.338,14.2166932231,159.697,266.473,266.676,64.943355594,61.8328737292,50.6568490883,5.32568045122,85.6820543098
2275,85.0895050625,193.719,54.2766526424,263.820502575,60.709415952,263.636992576,0.999833,2275,4.08586446108,-261.765,289.412,11.8155896474,159.709,263.631,263.895,66.8550759123,70.0349540487,56.0377509956,5.70142901117,117.979544261
2276,103.152157311,214.528,3.30299627798,259.52305302,70.2984114804,259.236932959,0.999829,2276,7.29823271156,-255.674,289.427,19.0079907286,159.757,259.251,259.56,67.7699610678,82.5357533112,63.8691946509,6.28823431832,96.5523036342
2277,845.895522121,241.933,77.336560033,254.555917933,235.83764568,254.115561442,0.999765,2277,185.296495922,-250.138,289.475,255.180640438,159.787,254.119,254.555,355.208266503,413.612920123,152.075529339,7.05190477671,837.64455886
2278,1604.60012999,254.747,241.000419829,249.007176365,326.573871532,248.39846789,0.999882,2278,425.174009402,-245.678,289.525,373.836169569,159.93,248.414,248.992,528.55108431,1077.98055052,156.077487863,7.72296669433,1056.5349329
2279,1190.53128323,297.792,229.229371355,247.64458767,1058.1724447,247.205174531,0.99985,2279,37.0874517762,-251.453,289.528,41.3947504583,160.054,247.208,247.702,284.209831415,1086.30422254,114.559582756,8.84046008746,329.11125919
2280,1632.1749102,250.77,35.1354673607,251.439879628,1078.79216629,251.217521227,0.999577,2280,164.140806516,-255.424,289.556,228.794610114,160.074,251.219,251.521,254.257904471,1222.34280854,137.47152726,8.10216818451,728.590214852
2281,1595.30885439,198.185,29.1849410969,254.080877625,493.270747247,253.944988801,0.999854,2281,324.414815845,-257.977,289.588,92.1134570198,160.09,253.948,254.15,173.961799475,1111.00944247,137.30769896,6.75186887053,378.73785896
2282,2128.36719561,178.005,36.905214064,256.286019093,597.24506832,256.198882154,0.999769,2282,353.432068951,-259.36,289.557,203.544779192,160.151,256.189,256.365,301.157982277,1574.25632705,156.317510692,5.84520093548,589.91898068
2283,2031.77824775,156.532,321.479160514,257.678312456,760.162181497,257.601410573,0.999856,2283,364.458395347,-260.367,289.501,369.446569151,160.229,257.598,257.749,584.768921316,1661.93724882,176.816392678,5.40284640069,1222.29459332
2284,1989.21982202,168.568,180.227634734,258.382089265,824.110635704,258.313197336,0.999766,2284,438.556002761,-261.002,289.454,267.849773284,160.257,258.32,258.467,534.559034463,1420.04539871,188.187164425,5.36103798566,915.677141431
2285,2168.48981381,169.187,171.58436094,258.933432971,580.018947483,258.860235824,0.999763,2285,586.830792751,-261.344,289.421,307.342647248,160.268,258.857,259.009,481.806264357,1314.39653678,199.646477857,5.18791345521,873.328324069
2286,1232.16502474,159.454,202.750630852,259.592072618,426.048963848,259.521942666,0.999689,2286,193.806549265,-262.132,289.47,461.940314561,160.231,259.518,259.682,687.402626918,684.599639171,201.466693204,4.95543438779,1441.33239072
2287,1376.28183197,149.724,42.8118345798,259.947230175,447.374162902,259.88145808,0.999865,2287,210.498322488,-262.532,289.506,403.587246787,160.216,259.874,260.03,364.326126957,753.311260082,210.437061409,4.787268936,1235.15067068
2288,1666.52479696,143.983,49.8867552008,260.354106344,561.283290646,260.262963858,0.999779,2288,234.011187502,-262.835,289.598,242.204533684,160.219,260.259,260.429,314.969178627,920.685817274,222.527857712,4.65369386568,889.366173298
2289,1350.53012867,163.8,40.1167448225,260.541893833,290.719629972,260.462780769,0.999847,2289,261.519810921,-262.911,289.649,183.244635826,160.3,260.46,260.629,257.942839786,679.908603201,211.436786453,4.73597611038,601.899964811
