AverageQLoss,MinReturn,AverageY,MaxReturn,AverageDiscountedReturn,AverageAbsY,AverageReturn,AverageQ,MaxEsReturn,AverageEsReturn,PolicyRegParamNorm,AverageAction,AveragePolicySurr,AverageAbsQ,Epoch,QFunRegParamNorm,MinEsReturn,Iteration,StdEsReturn,AverageAbsQYDiff,StdReturn
4.5767,91.6356141122,33.0422982262,92.5000526363,39.8285358528,33.0945679122,92.0648823392,33.0426,96.2144153072,92.9348777191,40.0603,0.994752,-33.9521,33.1161,73,105.56,89.9368767048,73,1.84586245166,0.690061365997,0.160140021536
3.95431,91.8781898057,34.297945374,92.4000007391,40.3951588138,34.3429741038,92.1857237998,34.2971,97.1833628974,92.9780602376,40.1599,0.99357,-35.2329,34.3638,74,106.286,87.9665947206,74,2.6173566367,0.687957543635,0.115257645801
3.62203,91.8292582139,35.3820855956,92.4001010212,40.7029786346,35.4145163764,92.2419750834,35.3802,97.1996707154,93.7891994283,40.2466,0.994125,-36.371,35.4278,75,107.038,89.927577419,75,1.88197741631,0.656911717326,0.132332178509
4.25393,91.829287257,36.6885657046,92.400001049,40.6544917948,36.7111049839,92.2280786696,36.6845,98.3647047352,93.8369851989,40.3311,0.994806,-37.701,36.7143,76,107.802,91.5049019806,76,1.64322915843,0.693611240015,0.120054239617
3.36415,92.0197362433,37.9316906365,92.5001307357,41.2326008788,37.947007599,92.3432527342,37.9293,99.8818032942,94.344392138,40.4729,0.994383,-38.9979,37.9488,77,108.652,91.3961736996,77,1.86765834398,0.645656404162,0.128584145805
5.02353,92.2134964396,39.0845649088,92.6980048727,42.09358924,39.0918993305,92.513001611,39.0809,98.4007737346,93.8734745526,40.5992,0.993684,-40.2203,39.091,78,109.614,89.5929595128,78,1.83660412239,0.725282300874,0.104940086489
3.1429,92.2140428019,40.6157508541,92.6543909962,41.9820926362,40.6185366031,92.4905017761,40.6111,98.3764111086,93.2657683504,40.697,0.993893,-41.8048,40.6142,79,110.539,87.006757303,79,2.89954706535,0.659786899434,0.097037828196
4.71936,92.4071834413,41.8459413326,92.9000317706,43.4826430041,41.8461761143,92.767517763,41.8424,98.711858116,94.3117665977,40.824,0.994601,-43.0692,41.8433,80,111.402,91.3610454958,80,1.59377648233,0.715985209447,0.105573795665
3.97875,92.2103389115,43.3570035061,92.6998584158,42.2184925856,43.3570692367,92.5282002499,43.3508,94.6856935201,93.1005325076,40.9063,0.994953,-44.6444,43.351,81,112.282,90.0337669373,81,1.42057813527,0.705470196049,0.122322555347
4.75291,92.2053177604,44.6505526699,92.699956517,42.3740824499,44.6506199071,92.5510133795,44.648,95.6168196469,93.832485299,40.9868,0.995973,-45.9928,44.6481,82,112.95,91.4990953648,82,1.17161817447,0.74228328978,0.131249402384
3.98992,92.3032455177,46.3947616768,92.7993016961,42.5388550817,46.3948237536,92.5835625185,46.3905,99.8,94.0981234877,41.0631,0.995742,-47.7925,46.3905,83,113.702,90.6724303213,83,1.94521977139,0.717491632924,0.132233999976
4.3376,92.3083361221,47.9150584845,92.8991776243,43.2710854309,47.915109025,92.7221172307,47.9109,95.166553482,93.9643061356,41.1562,0.995577,-49.3539,47.9109,84,114.702,90.4971723444,84,1.21310985817,0.750096474269,0.105688097189
3.16302,92.3024903789,49.3582928975,92.7998377858,42.84970137,49.3583526842,92.6388488828,49.3559,97.2201138416,93.8673850947,41.2325,0.996235,-50.8554,49.3559,85,115.621,90.0396678229,85,1.49761993982,0.709516087667,0.130023839509
4.15702,91.7808228865,50.6295749969,92.5000000596,40.4786136835,50.6296298107,92.1828398883,50.6245,98.6,93.7738983056,41.3278,0.996312,-52.1677,50.6245,86,116.469,88.4017882168,86,2.15924941256,0.746782861222,0.153796198125
3.11787,91.8030459043,52.2931942264,92.5000000358,41.1618381244,52.2932345411,92.3162834386,52.2876,99.3838439337,93.8598335713,41.3981,0.996293,-53.8614,52.2876,87,117.438,90.1215898251,87,2.18521232377,0.699882311415,0.152999817797
4.47272,91.9034819054,53.5586788593,92.6993597932,41.6406572999,53.5587307896,92.4088617102,53.551,93.9592247296,93.3481980386,41.4529,0.996054,-55.1743,53.551,88,118.334,91.8666485341,88,0.628767862031,0.776518004675,0.228787432336
4.93027,91.5017892487,55.2047508062,92.4824269173,40.3041271994,55.2048085586,92.1476052999,55.1974,98.1609978404,93.4980402293,41.4681,0.996158,-56.8158,55.1974,89,119.353,88.8571737583,89,2.01025594073,0.789957050895,0.252544752167
3.36987,91.207185319,56.7135421255,92.3000003211,39.5913671372,56.7135794762,92.0089195588,56.7057,94.9805104561,93.4240959809,41.5162,0.995699,-58.321,56.7057,90,120.32,92.3065358098,90,0.682777617785,0.731010247169,0.266810576632
4.44594,91.4250198145,58.3675728381,92.5462061726,40.2889297906,58.3676299649,92.1379999832,58.3582,95.496892028,93.5354702262,41.5657,0.997078,-59.951,58.3582,91,121.284,89.9849650275,91,1.35300064945,0.788616154894,0.258716222097
3.93236,92.107113545,59.8667195514,93.2567112905,43.6596690849,59.8667594168,92.7862613425,59.8584,96.1413070866,93.4722978464,41.6752,0.996135,-61.3985,59.8584,92,122.259,89.9070946476,92,1.73056019229,0.738097201248,0.312927689272
3.58658,91.6985927838,60.9616416903,92.7876953556,41.4601809122,60.9616847593,92.3681326828,60.9521,95.6035885958,93.5122036263,41.7537,0.996685,-62.4496,60.9521,93,122.896,90.4187523748,93,1.50421777655,0.695911921107,0.292741552367
3.76648,91.5507073521,62.1861961109,92.7939736313,41.4656001495,62.18623564,92.3701359921,62.1758,98.5921219257,94.1337224374,41.8387,0.996523,-63.6282,62.1758,94,123.716,91.9340105304,94,1.42234113896,0.717293972869,0.303045401585
4.25689,91.9202933071,63.1702795623,93.0999606021,42.7545173937,63.1703294353,92.6114102369,63.1535,99.4150527655,93.6293310952,41.8999,0.99717,-64.5823,63.1535,95,124.445,89.1948165523,95,2.6141804786,0.755646914277,0.301152940755
3.9055,91.6000020027,64.1949443646,92.7865099713,41.3690161728,64.1949985981,92.3448900764,64.1807,96.6705195896,93.4396455996,41.9573,0.997532,-65.5159,64.1807,96,125.101,90.6528611407,96,1.70258660751,0.749147762216,0.295987815485
3.67785,91.7134417437,65.0771873553,92.8891484993,41.6397386716,65.0772352168,92.4007303722,65.0627,96.622256219,94.0553758686,42.0068,0.997022,-66.372,65.0627,97,125.803,91.2553668834,97,1.18908925757,0.722352153442,0.287177426041
4.17792,91.8010550596,65.8071500893,92.8983523793,41.8536079406,65.8072038478,92.4413872253,65.7933,95.3414966072,94.1567821226,42.0762,0.997039,-67.0179,65.7933,98,126.398,93.3050685102,98,0.632477792936,0.766414145008,0.297523181617
3.58909,91.8031351812,66.5811998139,92.9724694392,41.987034605,66.5812463294,92.4642718681,66.57,94.5218420809,92.8771663086,42.1243,0.997464,-67.7527,66.57,99,126.88,90.9109490667,99,1.09420629178,0.704204867087,0.294326925196
4.55744,91.716802993,67.2230708795,92.8988770919,41.7458723441,67.223114282,92.4233035239,67.2132,95.4289512085,93.7176103055,42.176,0.996636,-68.3199,67.2132,100,127.341,89.0587670779,100,1.57467234318,0.756835669598,0.299990710337
4.0303,91.3695764762,67.8847488006,92.5966962618,40.1904392056,67.8848043654,92.1206868813,67.8762,95.2132488747,93.1650246318,42.2021,0.996487,-68.9425,67.8762,101,127.763,90.2059140954,101,1.47236176556,0.705837721116,0.323997321798
3.0847,91.4092905575,68.2715671916,92.5989953373,40.5453883282,68.2716130419,92.1954839304,68.2642,97.6126670019,92.8850276372,42.2591,0.995891,-69.27,68.2642,102,128.151,86.2899097432,102,2.84974071409,0.652758726521,0.304814229674
3.6234,91.4102859304,68.692430642,92.5954292382,40.6884454934,68.6924746149,92.2150046544,68.6878,99.5855988774,93.6153507847,42.3017,0.997184,-69.6274,68.6878,103,128.543,90.3289751975,103,2.28828804333,0.677848992623,0.290271893832
3.24435,91.1044694424,68.9756990148,92.2505937821,39.2593800341,68.9757437007,91.9344358985,68.9709,95.4341974502,92.9205287388,42.3272,0.99684,-69.8197,68.9709,104,128.985,87.8888005292,104,2.17681848778,0.65723896994,0.26444932455
3.34349,91.4049597259,69.2729238619,92.4621736864,40.4090491442,69.2729556418,92.1682628238,69.268,97.7311368189,93.1493243761,42.3439,0.996186,-70.094,69.268,105,129.455,88.7033131553,105,2.18328664112,0.654927200882,0.241491544042
4.04568,91.9131443119,69.5440417121,92.5,41.2771891079,69.5440880602,92.3347731714,69.5401,95.9179886542,92.6820951554,42.3676,0.996868,-70.296,69.5401,106,129.814,79.9367419785,106,4.11110758466,0.662361550254,0.154366609487
3.64614,92.100656997,69.7884512624,92.5692694339,41.874289633,69.7884897237,92.4458436074,69.7851,99.4942827391,92.5757138431,42.4002,0.997521,-70.5187,69.7851,107,130.073,85.78077821,107,3.70865624739,0.653011590054,0.115450496678
3.56111,92.4000002384,69.9121875644,92.6633213045,42.5062643062,69.912219022,92.5601888588,69.9103,95.760446481,93.6121792478,42.4237,0.998483,-70.596,69.9103,108,130.284,89.0138227704,108,1.62076194911,0.661349425136,0.0708906689677
3.06209,92.5000102518,70.1193457949,92.7995738531,43.1068454947,70.1193776831,92.693128816,70.1174,96.8436967534,93.3973085256,42.4348,0.995368,-70.7197,70.1174,109,130.446,90.1834860806,109,1.83838425311,0.609734142611,0.0715155309495
3.72602,92.7167640484,70.1336790842,93.0999696173,44.5619424429,70.1337182366,92.9505423544,70.1313,99.8,93.5356133616,42.4414,0.997035,-70.7132,70.1313,110,130.575,89.0758368675,110,2.87025754126,0.627810552127,0.0841209033585
3.34735,92.8010826824,70.2932682428,93.1639830816,44.981446142,70.2933015109,93.0227664325,70.292,95.3278051227,93.8183685149,42.4441,0.997645,-70.8328,70.292,111,130.708,90.0405797737,111,1.40240072246,0.613703387729,0.0961808868107
3.49464,92.9056754735,70.4565995253,93.1039401188,45.3696926173,70.4566331505,93.0802904039,70.4547,94.4961046663,92.8808156108,42.4704,0.999759,-70.9467,70.4547,112,130.852,89.9276766469,112,1.60419131509,0.58710151354,0.0442820832453
2.85354,93.1005803607,70.4607758187,93.3690390915,45.9321888796,70.4608063691,93.220263242,70.4603,95.877743954,92.4496694729,42.6491,0.992848,-70.973,70.4603,113,131.037,88.737178709,113,2.38134236901,0.562353766681,0.0738520236984
3.87731,93.1002614895,70.5006246736,93.4159088226,45.9436695954,70.5006681168,93.220477247,70.4976,97.4460123641,91.9642316573,42.8429,0.993114,-71.0515,70.4976,114,131.187,89.6718340459,114,2.54169320566,0.61713946522,0.0732636380117
3.66968,79.8305291356,70.6751584858,93.4570297152,45.5909742238,70.6752071199,93.0443731656,70.6734,91.6549812353,89.5963461202,43.0793,0.989509,-71.2461,70.6734,115,131.239,87.5998502017,115,1.61142139997,0.588016365681,1.85095673099
3.53924,-45.1821547621,70.7307610894,93.4058155791,15.2967340326,70.7307959605,11.9482345075,70.7288,97.4321176948,90.4105325585,43.2479,0.475301,-71.2595,70.7288,116,131.272,85.530977072,116,4.07040685327,0.559413863632,68.1253697303
